FIELDNAME,LAT,LON,PERIODDATE,Oil Production Volumes,Dry Gas Production Volumes,Associated Gas Production Volumes,Water Production Volumes
BLANE,56.847682999999996,2.498706,2015-06-15T00:00:00.000Z,14518.1,0.0,1.12454732,10423.84
BLANE,56.847682999999996,2.498706,2015-07-15T00:00:00.000Z,0.0,0.0,0.0,0.0
BLANE,56.847682999999996,2.498706,2015-08-15T00:00:00.000Z,8743.66,0.0,0.54273459,6131.14
BLANE,56.847682999999996,2.498706,2015-09-15T00:00:00.000Z,15823.54,0.0,1.22107498,12020.38
BLANE,56.847682999999996,2.498706,2015-10-15T00:00:00.000Z,11486.56,0.0,0.82577862,8742.84
BLANE,56.847682999999996,2.498706,2015-11-15T00:00:00.000Z,13805.52,0.0,0.99906135,9869.52
BLANE,56.847682999999996,2.498706,2015-12-15T00:00:00.000Z,16683.72,0.0,1.16860753,12555.84
BLANE,56.847682999999996,2.498706,2009-04-15T00:00:00.000Z,53094.18,0.0,3.14487138,159.08
BLANE,56.847682999999996,2.498706,2011-08-15T00:00:00.000Z,37689.66,0.0,1.99158373,2364.06
BLANE,56.847682999999996,2.498706,2011-09-15T00:00:00.000Z,33032.88,0.0,1.7500466000000001,1586.7
BLANE,56.847682999999996,2.498706,2011-10-15T00:00:00.000Z,40693.32,0.0,1.86640914,2562.5
BLANE,56.847682999999996,2.498706,2011-11-15T00:00:00.000Z,36569.54,0.0,1.90835197,2500.18
BLANE,56.847682999999996,2.498706,2011-12-15T00:00:00.000Z,37721.64,0.0,1.62540135,3298.86
BLANE,56.847682999999996,2.498706,2012-01-15T00:00:00.000Z,25145.3,0.0,1.64221585,1919.62
BLANE,56.847682999999996,2.498706,2012-02-15T00:00:00.000Z,34736.84,0.0,1.76845342,3727.72
BLANE,56.847682999999996,2.498706,2012-03-15T00:00:00.000Z,34638.44,0.0,1.63941344,4066.38
BLANE,56.847682999999996,2.498706,2012-04-15T00:00:00.000Z,24803.36,0.0,1.32242903,4066.38
BLANE,56.847682999999996,2.498706,2012-05-15T00:00:00.000Z,22472.92,0.0,1.29284797,2685.5
BLANE,56.847682999999996,2.498706,2012-06-15T00:00:00.000Z,23456.1,0.0,1.3899983999999999,2742.9
BLANE,56.847682999999996,2.498706,2012-07-15T00:00:00.000Z,22252.34,0.0,1.02942086,4387.82
BLANE,56.847682999999996,2.498706,2012-08-15T00:00:00.000Z,33140.3,0.0,1.51423885,5808.06
BLANE,56.847682999999996,2.498706,2012-09-15T00:00:00.000Z,12397.58,0.0,0.62646456,2284.52
BLANE,56.847682999999996,2.498706,2012-10-15T00:00:00.000Z,0.0,0.0,0.0,0.0
BLANE,56.847682999999996,2.498706,2012-11-15T00:00:00.000Z,5124.18,0.0,0.17085397,1465.34
BLANE,56.847682999999996,2.498706,2012-12-15T00:00:00.000Z,25876.74,0.0,1.29751867,6195.1
BLANE,56.847682999999996,2.498706,2013-01-15T00:00:00.000Z,28529.44,0.0,1.36010596,7756.38
BLANE,56.847682999999996,2.498706,2013-02-15T00:00:00.000Z,32193.2,0.0,1.75611405,8290.2
BLANE,56.847682999999996,2.498706,2013-03-15T00:00:00.000Z,29284.66,0.0,1.17888305,7905.62
BLANE,56.847682999999996,2.498706,2013-04-15T00:00:00.000Z,25359.32,0.0,0.97975582,6791.24
BLANE,56.847682999999996,2.498706,2013-05-15T00:00:00.000Z,8921.6,0.0,0.25315159,2530.52
BLANE,56.847682999999996,2.498706,2013-06-15T00:00:00.000Z,0.0,0.0,0.0,0.0
BLANE,56.847682999999996,2.498706,2013-07-15T00:00:00.000Z,443.62,0.0,0.00840725,274.7
BLANE,56.847682999999996,2.498706,2013-08-15T00:00:00.000Z,3930.26,0.0,0.27090023,2937.24
BLANE,56.847682999999996,2.498706,2013-09-15T00:00:00.000Z,5468.58,0.0,0.20560393,4351.74
BLANE,56.847682999999996,2.498706,2013-10-15T00:00:00.000Z,31670.04,0.0,1.4890171,17842.38
BLANE,56.847682999999996,2.498706,2009-05-15T00:00:00.000Z,51861.72,0.0,2.80521855,135.3
BLANE,56.847682999999996,2.498706,2009-06-15T00:00:00.000Z,46659.64,0.0,3.05027427,132.84
BLANE,56.847682999999996,2.498706,2009-07-15T00:00:00.000Z,37118.94,0.0,2.49321622,114.8
BLANE,56.847682999999996,2.498706,2009-08-15T00:00:00.000Z,46411.18,0.0,3.11441846,124.64
BLANE,56.847682999999996,2.498706,2009-09-15T00:00:00.000Z,43417.36,0.0,2.87362864,126.28
BLANE,56.847682999999996,2.498706,2009-10-15T00:00:00.000Z,44680.16,0.0,2.84351823,129.56
BLANE,56.847682999999996,2.498706,2009-11-15T00:00:00.000Z,42783.5,0.0,2.78192735,131.2
BLANE,56.847682999999996,2.498706,2009-12-15T00:00:00.000Z,40110.3,0.0,2.53058176,119.72
BLANE,56.847682999999996,2.498706,2010-01-15T00:00:00.000Z,42581.78,0.0,2.60718114,136.12
BLANE,56.847682999999996,2.498706,2010-02-15T00:00:00.000Z,36437.52,0.0,2.42629185,109.88
BLANE,56.847682999999996,2.498706,2010-03-15T00:00:00.000Z,43222.2,0.0,2.82857201,129.56
BLANE,56.847682999999996,2.498706,2010-04-15T00:00:00.000Z,41938.08,0.0,3.05896176,124.64
BLANE,56.847682999999996,2.498706,2010-05-15T00:00:00.000Z,43753.56,0.0,2.59783975,141.86
BLANE,56.847682999999996,2.498706,2010-06-15T00:00:00.000Z,5579.28,0.0,0.34556905,15.58
BLANE,56.847682999999996,2.498706,2010-07-15T00:00:00.000Z,11452.94,0.0,0.69032851,27.06
BLANE,56.847682999999996,2.498706,2010-08-15T00:00:00.000Z,39115.64,0.0,2.45211411,152.52
BLANE,56.847682999999996,2.498706,2010-09-15T00:00:00.000Z,46290.64,0.0,2.93926745,154.98
BLANE,56.847682999999996,2.498706,2010-10-15T00:00:00.000Z,49888.8,0.0,3.18634714,173.02
BLANE,56.847682999999996,2.498706,2010-11-15T00:00:00.000Z,42402.2,0.0,2.43346248,145.14
BLANE,56.847682999999996,2.498706,2010-12-15T00:00:00.000Z,45867.52,0.0,2.58382767,168.92
BLANE,56.847682999999996,2.498706,2011-01-15T00:00:00.000Z,44546.5,0.0,2.39606579,160.72
BLANE,56.847682999999996,2.498706,2011-02-15T00:00:00.000Z,41365.72,0.0,2.62072615,136.12
BLANE,56.847682999999996,2.498706,2011-03-15T00:00:00.000Z,49848.62,0.0,2.95561488,174.66
BLANE,56.847682999999996,2.498706,2011-04-15T00:00:00.000Z,43265.66,0.0,2.36878894,170.56
BLANE,56.847682999999996,2.498706,2011-05-15T00:00:00.000Z,41182.86,0.0,2.3624368,407.54
BLANE,56.847682999999996,2.498706,2011-06-15T00:00:00.000Z,41026.24,0.0,2.27226127,1022.54
BLANE,56.847682999999996,2.498706,2011-07-15T00:00:00.000Z,36790.12,0.0,2.28210087,1180.8
BLANE,56.847682999999996,2.498706,2007-09-15T00:00:00.000Z,37337.06,0.0,2.55605261,436.24
BLANE,56.847682999999996,2.498706,2007-10-15T00:00:00.000Z,65381.88,0.0,4.39979332,336.2
BLANE,56.847682999999996,2.498706,2007-11-15T00:00:00.000Z,62657.02,0.0,4.32637002,205.82
BLANE,56.847682999999996,2.498706,2007-12-15T00:00:00.000Z,66979.24,0.0,4.53150688,193.52
BLANE,56.847682999999996,2.498706,2008-01-15T00:00:00.000Z,64104.32,0.0,4.44556612,222.22
BLANE,56.847682999999996,2.498706,2008-02-15T00:00:00.000Z,58524.22,0.0,4.10209298,179.58
BLANE,56.847682999999996,2.498706,2008-03-15T00:00:00.000Z,67100.6,0.0,4.44836854,201.72
BLANE,56.847682999999996,2.498706,2008-04-15T00:00:00.000Z,36124.28,0.0,2.41222639,109.06
BLANE,56.847682999999996,2.498706,2008-05-15T00:00:00.000Z,67671.32,0.0,4.39792505,186.96
BLANE,56.847682999999996,2.498706,2008-06-15T00:00:00.000Z,56847.32,0.0,3.82346088,164.0
BLANE,56.847682999999996,2.498706,2008-07-15T00:00:00.000Z,54079.0,0.0,3.48900808,155.8
BLANE,56.847682999999996,2.498706,2008-08-15T00:00:00.000Z,58861.24,0.0,3.91777775,155.8
BLANE,56.847682999999996,2.498706,2008-09-15T00:00:00.000Z,53611.6,0.0,3.74623874,163.18
BLANE,56.847682999999996,2.498706,2008-10-15T00:00:00.000Z,52630.06,0.0,3.44697184,169.74
BLANE,56.847682999999996,2.498706,2008-11-15T00:00:00.000Z,49318.9,0.0,3.34564893,164.0
BLANE,56.847682999999996,2.498706,2008-12-15T00:00:00.000Z,48990.9,0.0,3.25080271,145.14
BLANE,56.847682999999996,2.498706,2009-01-15T00:00:00.000Z,46840.86,0.0,3.22838338,140.22
BLANE,56.847682999999996,2.498706,2009-02-15T00:00:00.000Z,46022.5,0.0,2.81826313,144.32
BLANE,56.847682999999996,2.498706,2009-03-15T00:00:00.000Z,57672.24,0.0,3.29470723,166.46
BRAE-NORTH [Part of BRAE],58.7,1.30002,2011-04-15T00:00:00.000Z,6833.0,0.0,13.617464000000002,21510.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2011-05-15T00:00:00.000Z,5518.0,0.0,15.10456726,15781.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2011-06-15T00:00:00.000Z,4262.0,0.0,11.668076,52368.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2011-07-15T00:00:00.000Z,6558.0,0.0,14.29118306,86021.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2011-08-15T00:00:00.000Z,4119.0,0.0,12.94465629,20928.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2011-09-15T00:00:00.000Z,5774.0,0.0,17.61041333,28586.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2011-10-15T00:00:00.000Z,6171.0,0.0,19.86753548,43983.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2011-11-15T00:00:00.000Z,6451.0,0.0,16.26020317,35802.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2011-12-15T00:00:00.000Z,5845.0,0.0,12.7134,41925.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2012-01-15T00:00:00.000Z,5973.0,0.0,17.64496887,36753.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2012-02-15T00:00:00.000Z,4279.0,0.0,15.46553448,34530.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2012-03-15T00:00:00.000Z,4560.0,0.0,19.33667129,39288.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2008-09-15T00:00:00.000Z,5951.0,0.0,23.47505767,8223.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2008-10-15T00:00:00.000Z,4728.0,0.0,26.47257968,11200.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2008-11-15T00:00:00.000Z,4525.0,0.0,33.66343517,9774.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2008-12-15T00:00:00.000Z,4968.0,0.0,29.82636548,9416.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2012-04-15T00:00:00.000Z,3339.0,0.0,20.807598000000002,40814.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2012-05-15T00:00:00.000Z,4649.0,0.0,18.12001258,45342.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2012-06-15T00:00:00.000Z,4927.0,0.0,18.47798517,44124.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2012-07-15T00:00:00.000Z,5519.0,0.0,21.84631468,44795.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2012-08-15T00:00:00.000Z,5505.0,0.0,21.983017899999997,38851.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2012-09-15T00:00:00.000Z,6417.0,0.0,19.31848217,37595.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2009-01-15T00:00:00.000Z,5171.0,0.0,26.77902274,10366.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2009-02-15T00:00:00.000Z,4028.0,0.0,22.798354999999997,9498.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2009-03-15T00:00:00.000Z,4648.0,0.0,21.62189355,10057.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2009-04-15T00:00:00.000Z,4214.0,0.0,21.8635165,10033.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2009-05-15T00:00:00.000Z,4245.0,0.0,24.04040145,8429.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2009-06-15T00:00:00.000Z,4157.0,0.0,20.16251067,9148.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2012-10-15T00:00:00.000Z,5878.0,0.0,16.55248226,32991.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2006-08-15T00:00:00.000Z,3397.0,0.0,34.93792694,5237.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2009-07-15T00:00:00.000Z,6174.0,0.0,24.05635016,7402.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2009-08-15T00:00:00.000Z,6648.0,0.0,28.25655677,7100.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2009-09-15T00:00:00.000Z,6683.0,0.0,29.855301,34736.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2009-10-15T00:00:00.000Z,5585.0,0.0,26.40081048,38597.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2009-11-15T00:00:00.000Z,5138.0,0.0,29.007740999999996,33647.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2009-12-15T00:00:00.000Z,6247.0,0.0,18.10634226,5463.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2006-09-15T00:00:00.000Z,12010.0,0.0,85.82133583,7816.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2006-10-15T00:00:00.000Z,16339.0,0.0,94.10080468,12621.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2006-11-15T00:00:00.000Z,18375.0,0.0,84.73363383,12455.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2006-12-15T00:00:00.000Z,27628.0,0.0,93.94587435,12455.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2007-01-15T00:00:00.000Z,22412.0,0.0,91.81102565,8777.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2007-02-15T00:00:00.000Z,10082.0,0.0,83.782315,8218.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2010-01-15T00:00:00.000Z,7700.0,0.0,21.52278371,6809.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2010-02-15T00:00:00.000Z,5982.0,0.0,19.16091,6997.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2010-03-15T00:00:00.000Z,6864.0,0.0,17.71445968,9741.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2010-04-15T00:00:00.000Z,5499.0,0.0,20.0200735,21581.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2010-05-15T00:00:00.000Z,7581.0,0.0,18.15988435,24786.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2010-06-15T00:00:00.000Z,6375.0,0.0,14.92176467,20175.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2007-03-15T00:00:00.000Z,7492.0,0.0,71.14035871,3824.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2007-04-15T00:00:00.000Z,12820.0,0.0,82.2027255,13318.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2007-05-15T00:00:00.000Z,15168.0,0.0,87.78511565,13270.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2007-06-15T00:00:00.000Z,13161.0,0.0,75.63884417,9502.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2007-07-15T00:00:00.000Z,10746.0,0.0,77.13023839,13622.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2007-08-15T00:00:00.000Z,6901.0,0.0,67.981375,15199.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2010-07-15T00:00:00.000Z,5351.0,0.0,10.54437548,16277.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2010-08-15T00:00:00.000Z,5601.0,0.0,14.7434429,15767.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2010-09-15T00:00:00.000Z,5048.0,0.0,11.555067999999999,15046.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2007-09-15T00:00:00.000Z,7202.0,0.0,70.679441,15003.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2007-10-15T00:00:00.000Z,6941.0,0.0,71.18592645,15222.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2007-11-15T00:00:00.000Z,5624.0,0.0,60.04138583,14975.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2007-12-15T00:00:00.000Z,6935.0,0.0,56.48919048,11088.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2008-01-15T00:00:00.000Z,7693.0,0.0,52.13633194,12417.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2008-02-15T00:00:00.000Z,5717.0,0.0,48.38033224,12650.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2008-03-15T00:00:00.000Z,5200.0,0.0,44.98447484,12125.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2008-04-15T00:00:00.000Z,4287.0,0.0,30.0989745,11577.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2008-05-15T00:00:00.000Z,4823.0,0.0,32.49663516,12694.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2008-06-15T00:00:00.000Z,4654.0,0.0,40.92773067,13532.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2008-07-15T00:00:00.000Z,4725.0,0.0,32.27449242,13187.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2008-08-15T00:00:00.000Z,4965.0,0.0,26.22765306,12371.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2005-10-15T00:00:00.000Z,6747.0,0.0,79.17053403,19707.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2005-11-15T00:00:00.000Z,9656.0,0.0,68.27684383,19954.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2005-12-15T00:00:00.000Z,11485.0,0.0,64.16621581,18318.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2006-01-15T00:00:00.000Z,10753.0,0.0,61.91858694,4757.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2006-02-15T00:00:00.000Z,7929.0,0.0,47.46462125,3376.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2006-03-15T00:00:00.000Z,11760.0,0.0,81.04222903,5454.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2006-04-15T00:00:00.000Z,15295.0,0.0,116.29818083,15904.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2006-05-15T00:00:00.000Z,17406.0,0.0,118.56498613,22414.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2006-06-15T00:00:00.000Z,17091.0,0.0,101.68836533,22976.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2006-07-15T00:00:00.000Z,11356.0,0.0,69.21512161,8150.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2012-11-15T00:00:00.000Z,3915.0,0.0,13.59156633,26620.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2012-12-15T00:00:00.000Z,3672.0,0.0,14.24675452,39780.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2013-01-15T00:00:00.000Z,4441.0,0.0,13.39805532,34613.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2013-02-15T00:00:00.000Z,3727.0,0.0,12.74493125,31081.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2013-03-15T00:00:00.000Z,3468.0,0.0,12.72365274,50321.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2013-04-15T00:00:00.000Z,1524.0,0.0,4.74162733,23232.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2013-05-15T00:00:00.000Z,2897.0,0.0,11.27687694,43127.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2013-06-15T00:00:00.000Z,3414.0,0.0,13.01828617,42506.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2013-07-15T00:00:00.000Z,2958.0,0.0,10.98410419,34917.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2013-08-15T00:00:00.000Z,2384.0,0.0,9.62618548,38653.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2013-09-15T00:00:00.000Z,1916.0,0.0,5.28076967,28540.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2013-10-15T00:00:00.000Z,3617.0,0.0,11.02169758,50914.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2013-11-15T00:00:00.000Z,3796.0,0.0,14.51211067,48098.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2013-12-15T00:00:00.000Z,3789.0,0.0,15.46569161,48614.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2014-01-15T00:00:00.000Z,2398.0,0.0,11.51952516,34128.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2014-02-15T00:00:00.000Z,2106.0,0.0,11.37773625,25991.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2014-03-15T00:00:00.000Z,2007.0,0.0,12.84326806,46007.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2014-04-15T00:00:00.000Z,3114.0,0.0,15.7257695,41906.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2014-05-15T00:00:00.000Z,115.0,0.0,0.42833677,1350.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2010-10-15T00:00:00.000Z,3781.0,0.0,9.29354097,11331.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2010-11-15T00:00:00.000Z,5648.0,0.0,14.69692583,13528.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2010-12-15T00:00:00.000Z,5731.0,0.0,15.74821161,17400.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2011-01-15T00:00:00.000Z,6429.0,0.0,16.78146016,19194.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2011-02-15T00:00:00.000Z,6611.0,0.0,17.62596875,17297.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2011-03-15T00:00:00.000Z,7470.0,0.0,17.94913355,18914.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2014-06-15T00:00:00.000Z,2558.0,0.0,5.54563217,17170.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2014-07-15T00:00:00.000Z,2884.0,0.0,6.23822387,24559.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2014-08-15T00:00:00.000Z,1796.0,0.0,4.68322468,16084.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2014-09-15T00:00:00.000Z,2558.0,0.0,11.7704895,31777.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2014-10-15T00:00:00.000Z,3160.0,0.0,13.4197,35923.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2014-11-15T00:00:00.000Z,4165.0,0.0,21.2560985,46898.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2004-10-15T00:00:00.000Z,9741.0,0.0,119.63810645,17348.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2004-11-15T00:00:00.000Z,12786.0,0.0,174.99171083,11650.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2004-12-15T00:00:00.000Z,16416.0,0.0,196.97339968,12716.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2005-01-15T00:00:00.000Z,17924.0,0.0,199.84416742,13031.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2005-02-15T00:00:00.000Z,11836.0,0.0,179.30812875,10408.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2005-03-15T00:00:00.000Z,13801.0,0.0,170.84485645,13033.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2005-04-15T00:00:00.000Z,12034.0,0.0,155.89689033,10878.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2005-05-15T00:00:00.000Z,9499.0,0.0,122.52254452,11960.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2005-06-15T00:00:00.000Z,8719.0,0.0,130.87150417,17258.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2005-07-15T00:00:00.000Z,8204.0,0.0,116.81746323,23952.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2005-08-15T00:00:00.000Z,6206.0,0.0,91.83267032,24592.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2005-09-15T00:00:00.000Z,6671.0,0.0,74.3486695,21079.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2004-07-15T00:00:00.000Z,23990.0,0.0,163.53351226,18904.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2004-08-15T00:00:00.000Z,18803.0,0.0,143.67622952,25451.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,2004-09-15T00:00:00.000Z,0.0,0.0,0.0,0.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1996-05-15T00:00:00.000Z,55132.0,0.0,458.22693452,23625.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1996-06-15T00:00:00.000Z,50554.0,0.0,462.34868867,12952.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1996-07-15T00:00:00.000Z,59123.0,0.0,437.73170339,18607.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1996-08-15T00:00:00.000Z,52928.0,0.0,435.07738242,17235.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1996-09-15T00:00:00.000Z,45047.0,0.0,432.31445833,18038.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1996-10-15T00:00:00.000Z,44678.0,0.0,425.97978274,17160.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1999-03-15T00:00:00.000Z,34008.0,0.0,267.13405194,13593.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1999-04-15T00:00:00.000Z,32074.0,0.0,255.87718683,11550.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1999-05-15T00:00:00.000Z,31817.0,0.0,227.02646468,12257.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1999-06-15T00:00:00.000Z,31850.0,0.0,246.09610899999998,13860.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1999-07-15T00:00:00.000Z,28632.0,0.0,202.74455419,11243.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1999-08-15T00:00:00.000Z,35833.0,0.0,205.0924321,11155.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1992-05-15T00:00:00.000Z,194066.0,0.0,520.09539694,70822.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1994-05-15T00:00:00.000Z,90439.0,0.0,525.16139065,56899.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1994-06-15T00:00:00.000Z,84712.0,0.0,507.928582,53612.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1994-07-15T00:00:00.000Z,90813.0,0.0,555.28964242,47570.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1994-08-15T00:00:00.000Z,79048.0,0.0,495.61298839,45547.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1996-11-15T00:00:00.000Z,42528.0,0.0,443.83656567,15391.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1996-12-15T00:00:00.000Z,40298.0,0.0,442.98794242,17243.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1997-01-15T00:00:00.000Z,41435.0,0.0,433.46770194,16785.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1997-02-15T00:00:00.000Z,47483.0,0.0,469.543195,14409.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1997-03-15T00:00:00.000Z,49120.0,0.0,437.07097113,16442.0
BRAE-NORTH [Part of BRAE],58.7,1.30002,1997-04-15T00:00:00.000Z,46636.0,0.0,414.60045433,16377.0
